FirstName,LastName,Date_of_birth,Death_Date,Country_of_birth
Amrita,Acharia,1900-01-01,,Kathmandu
Amy,Adams,1900-01-01,,Aviano
Amy,Berg,1900-01-01,,Unknown
Amy,Brenneman,1900-01-01,,"New London, Connecticut"
Amy,Durning,1900-01-01,,Unknown
Amy,Hill,1900-01-01,,"Deadwood, South Dakota"
Amy,Irving,1900-01-01,,"Palo Alto, California"
Amy,Madigan,1900-01-01,,Chicago
Amy,Pascal,1900-01-01,,Los Angeles
Amy,Poehler,1900-01-01,,"Newton, Massachusetts"
Amy,Robinson,1900-01-01,,"Trenton, New Jersey"
Amy,Ryan,1900-01-01,,Unknown
Amy,Sedaris,1900-01-01,,"Endicott, New York"
Amy,Vincent,1900-01-01,,"Boston, Massachusetts"
Amy,Winehouse,1900-01-01,,"Enfield, London"
Amy,Wright,1900-01-01,,Chicago
Amy,Yasbeck,1900-01-01,,"Blue Ash, Ohio"
Amy,Ziering,1900-01-01,,[1]
Ana,Armas,1900-01-01,,Havana
Ana,Murguía,1900-01-01,,Mexico City
Ana,Picchio,1900-01-01,,Buenos Aires
Ana,Talancón,1900-01-01,,Cancún
Ana,Torrent,1900-01-01,,Madrid
Anand,Tucker,1900-01-01,,Bangkok
Anant,Singh,1900-01-01,,Durban
Anatole,Dauman,1900-01-01,,Unknown
Anatole,Grunwald,1900-01-01,,Unknown
Anatole,Litvak,1900-01-01,,Kiev
Anatoli,Grebnev,1900-01-01,,Unknown
Anchise,Brizzi,1900-01-01,,Poppi
Anders,Birkeland,1900-01-01,,Unknown
Anders,Christiansen,1900-01-01,,"Hamar, Norway"
Anders,Hammer,1900-01-01,,Unknown
Anders,Jensen,1900-01-01,,Frederiksværk
Anders,Lie,1900-01-01,,Oslo
Anders,Refn,1900-01-01,,Copenhagen
Anders,Walter,1900-01-01,,Aarhus
Andie,MacDowell,1900-01-01,,"Gaffney, South Carolina"
Andoni,Erburu,1900-01-01,,Unknown
Andra,Day,1900-01-01,,"Edmonds, Washington"
Andre,Braugher,1900-01-01,,Unknown
André,Cheron,1900-01-01,,Saint-Germain-en-Laye
André,Daven,1900-01-01,,Paris
André,Dussolier,1900-01-01,,Annecy
André,Dussollier,1900-01-01,,Annecy
André,Eglevsky,1900-01-01,,Moscow
André,Falcon,1900-01-01,,Lyon
André,Giant,1900-01-01,,Coulommiers
Andre,Gregory,1900-01-01,,Paris
Andre,Guttfreund,1900-01-01,,El Salvador
André,Hodeir,1900-01-01,,Unknown
André,Holland,1900-01-01,,"Bessemer, Alabama"
André,Maranne,1900-01-01,,Toulouse
André,Morell,1900-01-01,,London
André,Previn,1900-01-01,,Berlin
Andre,Royo,1900-01-01,,New York City
Andre,Toth,1900-01-01,,Makó
André,Turpin,1900-01-01,,Quebec
André,Varre,1900-01-01,,"Washington, D.C."
André,Wilms,1900-01-01,,Strasbourg
André-Luc,Dupont,1900-01-01,,Unknown
Andrea,Arnold,1900-01-01,,Dartford
Andrea,Calderwood,1900-01-01,,"Paisley, Scotland"
Andrea,Dromm,1900-01-01,,"Long Island, New York"
Andrea,Farri,1900-01-01,,[1]
Andrea,Fine,1900-01-01,,United States
Andrea,Guerra,1900-01-01,,Unknown
Andrea,Iervolino,1900-01-01,,Cassino
Andrea,Leeds,1900-01-01,,"Butte, Montana"
Andrea,Libman,1900-01-01,,Toronto
Andrea,Marcovicci,1900-01-01,,Manhattan
Andrea,Martin,1900-01-01,,[1]
Andrea,Morricone,1900-01-01,,Unknown
Andrea,Nix,1900-01-01,,United States
Andrea,Occhipinti,1900-01-01,,Unknown
Andrea,Ribeiro,1900-01-01,,Unknown
Andrea,Riseborough,1900-01-01,,Newcastle upon Tyne
Andrea,Sedlácková,1900-01-01,,Prague
Andreas,Katsulas,1900-01-01,,St. Louis
Andreas,Poulsson,1900-01-01,,Unknown
Andreas,Wilson,1900-01-01,,Stockholm
Andrée,Corbiau,1900-01-01,,Unknown
Andrée,Feix,1900-01-01,,Paris
Andrei,Konchalovsky,1900-01-01,,Moscow
Andrei,Petrov,1900-01-01,,Leningrad
Andrés,Batista,1900-01-01,,Unknown
Andrés,Gómez,1900-01-01,,Unknown
Andrés,Santana,1900-01-01,,Unknown
Andrew,Adamson,1900-01-01,,Auckland
Andrew,Bennett,1900-01-01,,Unknown
Andrew,Bennison,1900-01-01,,"Oakland, California"
Andrew,Bird,1900-01-01,,Unknown
Andrew,Bowler,1900-01-01,,Unknown
Andrew,Buckland,1900-01-01,,Unknown
Andrew,Chesworth,1900-01-01,,Unknown
Andrew,Clay,1900-01-01,,"Brooklyn, New York"
Andrew,Coats,1900-01-01,,Unknown
Andrew,Davis,1900-01-01,,"Chicago, Illinois"
Andrew,Dickson,1900-01-01,,Unknown
Andrew,Dominik,1900-01-01,,Wellington
Andrew,Dunn,1900-01-01,,London
Andrew,Form,1900-01-01,,New York
Andrew,Garfield,1900-01-01,,Unknown
Andrew,Gunn,1900-01-01,,Unknown
Andrew,Haigh,1900-01-01,,Harrogate
Andrew,Howard,1900-01-01,,Cardiff
Andrew,Jarecki,1900-01-01,,Unknown
Andrew,Karsch,1900-01-01,,Unknown
Andrew,Kosove,1900-01-01,,Unknown
Andrew,Laszlo,1900-01-01,,Pápa
Andrew,Lazar,1900-01-01,,Unknown
Andrew,Lesnie,1900-01-01,,Sydney
Andrew,Lowe,1900-01-01,,Unknown
Andrew,Macdonald,1900-01-01,,Unknown
Andrew,MacLachlan,1900-01-01,,Trearddur
Andrew,Marlowe,1900-01-01,,Unknown
Andrew,Marton,1900-01-01,,Budapest
Andrew,McCarthy,1900-01-01,,"Westfield, New Jersey"
Andrew,McLaglen,1900-01-01,,London
Andrew,Mondshein,1900-01-01,,Unknown
Andrew,Napier,1900-01-01,,Wisconsin
Andrew,Niccol,1900-01-01,,Paraparaumu
Andrew,Powell,1900-01-01,,Unknown
Andrew,Prine,1900-01-01,,"Jennings, Florida"
Andrew,Ray,1900-01-01,,"Southgate, London"
Andrew,Scheinman,1900-01-01,,Unknown
Andrew,Scott,1900-01-01,,Dublin
Andrew,Stanton,1900-01-01,,[1]
Andrew,Stone,1900-01-01,,Oakland
Andrew,Strong,1900-01-01,,Dublin
Andrew,Vajna,1900-01-01,,Budapest
Andrew,Walker,1900-01-01,,"Altoona, Pennsylvania"
Andrew,Webber,1900-01-01,,London
Andrew,Weisblum,1900-01-01,,Unknown
Andrew,Wyatt,1900-01-01,,Manhattan
Andrew,Young,1900-01-01,,Unknown
Andrey,Martynov,1900-01-01,,Ivanovo
Andrey,Myagkov,1900-01-01,,Leningrad
Andrey,Zvyagintsev,1900-01-01,,Novosibirsk
Andrij,Parekh,1900-01-01,,"Cambridge, Massachusetts"
Andrija,Zafranović,1900-01-01,,Unknown
Andris,Keišs,1900-01-01,,Latvia
Andrzej,Bartkowiak,1900-01-01,,Łódź
Andrzej,Chyra,1900-01-01,,Gryfów Śląski
Andrzej,Sekuła,1900-01-01,,Wrocław
Andrzej,Seweryn,1900-01-01,,Heilbronn
Andrzej,Wajda,1900-01-01,,Suwałki
Andy,Clyde,1900-01-01,,Blairgowrie
Andy,Devine,1900-01-01,,Flagstaff
Andy,García,1900-01-01,,[1]
Andy,Hamilton,1900-01-01,,Fulham
Andy,Harries,1900-01-01,,Inverness
Andy,Kaufman,1900-01-01,,New York City
Andy,Lau,1900-01-01,,[1]
Andy,Lewis,1900-01-01,,"Lexington, Massachusetts"
Andy,Paterson,1900-01-01,,Unknown
Andy,Price,1900-01-01,,Unknown
Andy,Serkis,1900-01-01,,Ruislip Manor
Andy,Tennant,1900-01-01,,"Chicago, Illinois"
Andy,Varipapa,1900-01-01,,Unknown
Anele,Mdoda,1900-01-01,,Unknown
Aneta,Kopacz,1900-01-01,,Unknown
Aneurin,Barnard,1900-01-01,,Bridgend
Ang,Lee,1900-01-01,,"Chaozhou, Pingtung"
Ángel,Llorente,1900-01-01,,Unknown
Angela,Bassett,1900-01-01,,New York City
Angela,Finocchiaro,1900-01-01,,Milan
Angela,Greene,1900-01-01,,Dublin
Angela,Lansbury,1900-01-01,,London
Ángela,Molina,1900-01-01,,Madrid
Angela,Morley,1900-01-01,,Leeds
Angela,Scoular,1900-01-01,,London
Angela,Shelton,1900-01-01,,Asheville
Angela,Winkler,1900-01-01,,Templin
Angeliki,Papoulia,1900-01-01,,Athens
Angelina,Jolie,1900-01-01,,Los Angeles
Angeline,Ball,1900-01-01,,"Cabra, Dublin"
Angelo,Badalamenti,1900-01-01,,Unknown
Angelo,Corrao,1900-01-01,,Sicily
Angelo,Lavagnino,1900-01-01,,Unknown
Angelo,Pizzo,1900-01-01,,"Chicago, Illinois"
Angelo,Rizzoli,1900-01-01,,Milan
Angelo,Ross,1900-01-01,,Unknown
Anghel,Decca,1900-01-01,,Unknown
Angie,Cepeda,1900-01-01,,Cartagena de Indias
Angie,Dickinson,1900-01-01,,"Kulm, North Dakota"
Angie,Fielder,1900-01-01,,Unknown
Angus,Lennie,1900-01-01,,Glasgow
Angus,Macfadyen,1900-01-01,,[1]
Angus,MacLachlan,1900-01-01,,Unknown
Angus,Wall,1900-01-01,,Unknown
Angus,Wright,1900-01-01,,"Washington, D.C."
Anika,Rose,1900-01-01,,"Bloomfield, Connecticut"
Anil,Kapoor,1900-01-01,,Bombay
Anil,Mehta,1900-01-01,,India
Anita,Björk,1900-01-01,,Tällberg
Anita,Ekberg,1900-01-01,,Malmö
Anita,Kanwar,1900-01-01,,Unknown
Anita,Loos,1900-01-01,,Sisson
Anita,Louise,1900-01-01,,Unknown
Anita,Page,1900-01-01,,"Flushing, Queens"
Anjanette,Comer,1900-01-01,,"Dawson, Texas"
Anjelica,Huston,1900-01-01,,Los Angeles
Anki,Lidén,1900-01-01,,Karlsborg
Ann,Ayars,1900-01-01,,"Los Angeles, California"
Ann,Blyth,1900-01-01,,"Mount Kisco, New York"
Ann,Christy,1900-01-01,,"Logansport, Indiana"
Ann,Doran,1900-01-01,,"Amarillo, Texas"
Ann,Dvorak,1900-01-01,,[1]
Ann,Gillis,1900-01-01,,"Little Rock, Arkansas"
Ann,Harding,1900-01-01,,San Antonio
Ann,Miller,1900-01-01,,"Houston, Texas"
Ann,Petrén,1900-01-01,,Västerås
Ann,Reinking,1900-01-01,,"Seattle, Washington"
Ann,Richards,1900-01-01,,Sydney
Ann,Robinson,1900-01-01,,Unknown
Ann,Ronell,1900-01-01,,[1]
Ann,Rutherford,1900-01-01,,Vancouver
Ann,Sheridan,1900-01-01,,"Denton, Texas"
Ann,Sothern,1900-01-01,,"Valley City, North Dakota"
Ann,Todd,1900-01-01,,"Hartford, Cheshire"
Ann,Wedgeworth,1900-01-01,,"Abilene, Texas"
Anna,Alberghetti,1900-01-01,,Pesaro
Anna,Bergman,1900-01-01,,Gothenburg
Anna,Boden,1900-01-01,,"Berkeley, California"
Anna,Bonaiuto,1900-01-01,,Latisana
Anna,Faris,1900-01-01,,Baltimore
Anna,Ferrero,1900-01-01,,Rome
Anna,Foerster,1900-01-01,,[1]
Anna,Geislerová,1900-01-01,,Prague
Anna,Kashfi,1900-01-01,,[1]
Anna,Kendrick,1900-01-01,,"Portland, Maine"
Anna,Lee,1900-01-01,,Ightham
Anna,Magnani,1900-01-01,,Rome
Anna,Manahan,1900-01-01,,County Waterford
Anna,Neagle,1900-01-01,,Forest Gate
Anna,Nilsson,1900-01-01,,Ystad
Anna,Paquin,1900-01-01,,Winnipeg
Anna,Phelan,1900-01-01,,Unknown
Anna,Popplewell,1900-01-01,,London
Anna,Quayle,1900-01-01,,Birmingham
Anna,Šišková,1900-01-01,,Žilina
Anna,Smith,1900-01-01,,[1]
Anna,Sten,1900-01-01,,[1]
Anna,Udvardy,1900-01-01,,Unknown
Anna,Ukolova,1900-01-01,,Syzransky District
Anna,Wong,1900-01-01,,"Los Angeles, California"
Annabella,Sciorra,1900-01-01,,[1]
Annalee,Fadiman,1900-01-01,,Unknown
Anne,Alvaro,1900-01-01,,Oran
Anne,Archer,1900-01-01,,Unknown
Anne,Bancroft,1900-01-01,,Unknown
Anne,Bauchens,1900-01-01,,"St. Louis, Missouri"
Anne,Baxter,1900-01-01,,"Michigan City, Indiana"
Anne,Belle,1900-01-01,,Unknown
Anne,Brown,1900-01-01,,Baltimore
Anne,Byrne,1900-01-01,,New York City
Anne,Carey,1900-01-01,,Unknown
Anne,Chevalier,1900-01-01,,Unknown
Anne,Coates,1900-01-01,,Reigate
Anne,Consigny,1900-01-01,,Alençon
Anne,Crawford,1900-01-01,,Haifa
Anne,Dudley,1900-01-01,,"Chatham, Kent"
Anne,Fabini,1900-01-01,,Unknown
Anne,Fontaine,1900-01-01,,Luxembourg City
Anne,Francis,1900-01-01,,"Ossining, New York"
Anne,Goursaud,1900-01-01,,Unknown
Anne,Hathaway,1900-01-01,,Unknown
Anne,Heche,1900-01-01,,"Aurora, Ohio"
Anne,Heywood,1900-01-01,,Handsworth
Anne,Jackson,1900-01-01,,"Millvale, Pennsylvania"
Anne,Jeffreys,1900-01-01,,"Goldsboro, North Carolina"
Anne,McCabe,1900-01-01,,California
Anne,Meara,1900-01-01,,New York City
Anne,Ramsey,1900-01-01,,[1]
Anne,Reid,1900-01-01,,Jesmond
Anne,Revere,1900-01-01,,Unknown
Anne,Roussel,1900-01-01,,Albi
Anne,Shirley,1900-01-01,,Unknown
Anne,Spielberg,1900-01-01,,Philadelphia
Anne,Vernon,1900-01-01,,Saint-Denis
Anne,Watanabe,1900-01-01,,Tokyo
Anne-Kathrin,Gummich,1900-01-01,,Unknown
Anne-Marie,Blanc,1900-01-01,,"Vevey, Switzerland"
Anne-Marie,Duff,1900-01-01,,[1]
Anne-Marie,Martin,1900-01-01,,[1]
Anne-Sophie,Bion,1900-01-01,,Unknown
Anneke,Blok,1900-01-01,,Rheden
Anneli,Sauli,1900-01-01,,[1]
Annette,Badland,1900-01-01,,Edgbaston
Annette,Bening,1900-01-01,,"Topeka, Kansas"
Annette,Crosbie,1900-01-01,,Gorebridge
Annette,Warren,1900-01-01,,"Cleveland, Ohio"
Annibale,Ninchi,1900-01-01,,Bologna
Annie,Girardot,1900-01-01,,Paris
Annie,Griffin,1900-01-01,,Unknown
Annie,Mumolo,1900-01-01,,[1]
Annie,Potts,1900-01-01,,"Nashville, Tennessee"
Annie,Ross,1900-01-01,,[1]
Annie,Starke,1900-01-01,,Unknown
Annika,Marks,1900-01-01,,Malmö
Annikki,Tähti,1900-01-01,,Helsinki
Anouk,Aimée,1900-01-01,,France
Anouk,Deschênes,1900-01-01,,Unknown
Ansel,Elgort,1900-01-01,,New York City
Anselmo,Duarte,1900-01-01,,Salto
Ansgar,Frerich,1900-01-01,,Unknown
Ante,Popovski,1900-01-01,,Unknown
Anthony,Anderson,1900-01-01,,"Compton, California"
Anthony,Andrews,1900-01-01,,Finchley
Anthony,Asquith,1900-01-01,,London
Anthony,Bellew,1900-01-01,,Liverpool
Anthony,Booth,1900-01-01,,Liverpool
Anthony,Bregman,1900-01-01,,Unknown
Anthony,Collins,1900-01-01,,Unknown
Anthony,Daniels,1900-01-01,,Salisbury
Anthony,Edwards,1900-01-01,,"Santa Barbara, California"
Anthony,Eisley,1900-01-01,,"Philadelphia, Pennsylvania"
Anthony,Fabian,1900-01-01,,Unknown
Anthony,Franciosa,1900-01-01,,Unknown
Anthony,Giacchino,1900-01-01,,Unknown
Anthony,Gonzalez,1900-01-01,,[1]
Anthony,Hall,1900-01-01,,Boston
Anthony,Harvey,1900-01-01,,London
Anthony,Havelock-Allan,1900-01-01,,Darlington
Anthony,Head,1900-01-01,,Camden Town
Anthony,Higgins,1900-01-01,,Northampton
Anthony,Hopkins,1900-01-01,,Port Talbot
Anthony,Howarth,1900-01-01,,Unknown
Anthony,Katagas,1900-01-01,,New York
Anthony,Kimmins,1900-01-01,,"Harrow, London"
Anthony,LaPaglia,1900-01-01,,Adelaide
Anthony,Mackie,1900-01-01,,New Orleans
Anthony,Mann,1900-01-01,,San Diego
Anthony,Mantle,1900-01-01,,Witney
Anthony,Marinelli,1900-01-01,,"Burbank, California"
Anthony,McCarten,1900-01-01,,[1]
Anthony,Minghella,1900-01-01,,Ryde
Anthony,Newley,1900-01-01,,[1]
Anthony,Page,1900-01-01,,Unknown
Anthony,Perkins,1900-01-01,,Unknown
Anthony,Quayle,1900-01-01,,Ainsdale
Anthony,Quinn,1900-01-01,,Chihuahua City
Anthony,Radziwill,1900-01-01,,Lausanne
Anthony,Rapp,1900-01-01,,Unknown
Anthony,Ray,1900-01-01,,"Washington, D.C."
Anthony,Richmond,1900-01-01,,London
Anthony,Russo,1900-01-01,,Cleveland
Anthony,Stacchi,1900-01-01,,Unknown
Anthony,Steel,1900-01-01,,"Chelsea, London"
Anthony,Vaccarello,1900-01-01,,Brussels
Anthony,Veiller,1900-01-01,,"New York, New York"
Anthony,Wager,1900-01-01,,Willesden
Anthony,Zerbe,1900-01-01,,"Long Beach, California"
Antje,Boeck,1900-01-01,,Unknown
Antoine,Duhamel,1900-01-01,,Unknown
Antoine,Fuqua,1900-01-01,,Pittsburgh
Antoine,Reinartz,1900-01-01,,Essey-lès-Nancy
Antoine,Vitez,1900-01-01,,Unknown
Anton,Chekhov,1900-01-01,,[1]
Anton,Dolin,1900-01-01,,Slinfold
Anton,Glanzelius,1900-01-01,,Unknown
Anton,Karas,1900-01-01,,Brigittenau
Anton,Koolhaas,1900-01-01,,Utrecht
Anton,Melnik,1900-01-01,,Unknown
Anton,Rodgers,1900-01-01,,Paddington
Anton,Sanko,1900-01-01,,Unknown
Anton,Smit,1900-01-01,,Markelo
Anton,Walbrook,1900-01-01,,Vienna
Anton,Yelchin,1900-01-01,,Leningrad
Antonella,Attili,1900-01-01,,Rome
Antonia,Brico,1900-01-01,,Rotterdam
Antonia,Campbell-Hughes,1900-01-01,,Derry
Antonia,Franceschi,1900-01-01,,"Columbus, Ohio"
Antonia,Juan,1900-01-01,,Las Palmas
Antonije,Isaković,1900-01-01,,Rača
Antonina,Shuranova,1900-01-01,,Sevastopol
Antonio,Aguilar,1900-01-01,,"Villanueva, Zacatecas"
Antonio,Banderas,1900-01-01,,Málaga
Antonio,Casas,1900-01-01,,A Coruña
Antonio,Chavarrías,1900-01-01,,L'Hospitalet de Llobregat
Antonio,Ferrandis,1900-01-01,,Paterna
Antonio,Gades,1900-01-01,,Elda
Antônio,Jobim,1900-01-01,,Rio de Janeiro
Antonio,Macrì,1900-01-01,,Unknown
Antonio,Matouk,1900-01-01,,Unknown
Antônio,Pinto,1900-01-01,,Unknown
Antonio,Sabàto,1900-01-01,,Montelepre
Antonio,Sánchez,1900-01-01,,Mexico City
Antonio,Vivaldi,1900-01-01,,Venice
Antony,Darnborough,1900-01-01,,Unknown
Antony,Gibbs,1900-01-01,,Unknown
Antony,Hopkins,1900-01-01,,Unknown
Antony,Partos,1900-01-01,,Unknown
Antony,Sher,1900-01-01,,Cape Town
Antoon,Coolen,1900-01-01,,Wijlre
Antoun,Sehnaoui,1900-01-01,,Beirut
Anuar,Badin,1900-01-01,,Unknown
Anupam,Kher,1900-01-01,,Simla
Anya,Taylor-Joy,1900-01-01,,"Miami, Florida"
Aoi,Yamada,1900-01-01,,Matsumoto
Apollonia,Kotero,1900-01-01,,"Santa Monica, California"
Ara,Chekmayan,1900-01-01,,Unknown
Aram,Avakian,1900-01-01,,Manhattan
Arcade,Fire,1900-01-01,,Unknown
Archibald,Macleish,1900-01-01,,"Glencoe, Illinois"
Archie,Hahn,1900-01-01,,Los Angeles
Archie,Marshek,1900-01-01,,Cass Lake
Archie,Mayo,1900-01-01,,Unknown
Archie,Renaux,1900-01-01,,[1]
Archie,Stout,1900-01-01,,Unknown
Argosy,Pictures,1900-01-01,,"Cape Elizabeth, Maine"
Ari,Folman,1900-01-01,,Haifa
Ari,Graynor,1900-01-01,,Boston
Ari,Handel,1900-01-01,,Zürich
Ari,Sandel,1900-01-01,,"Calabasas, California"
Ari,Wegner,1900-01-01,,Melbourne
Ariadna,Gil,1900-01-01,,Barcelona
Ariana,DeBose,1900-01-01,,"Wilmington, North Carolina"
Ariana,Grande,1900-01-01,,"Boca Raton, Florida"
Ariana,Greenblatt,1900-01-01,,Unknown
Ariana,Richards,1900-01-01,,Healdsburg
Ariane,Labed,1900-01-01,,Athens
Ariane,Mnouchkine,1900-01-01,,Boulogne-sur-Seine
Arianne,Sutner,1900-01-01,,Unknown
Ariel,Nasr,1900-01-01,,Unknown
Ariel,Zeitoun,1900-01-01,,Tunisia
Arif,Aliyev,1900-01-01,,Unknown
Arik,Einstein,1900-01-01,,Tel Aviv
Arik,Lavie,1900-01-01,,Erfurt
Arla,Saare,1900-01-01,,Unknown
Arleen,Whelan,1900-01-01,,"Salt Lake City, Utah"
Arlene,Dahl,1900-01-01,,[1]
Arlene,Donovan,1900-01-01,,"Newark, New Jersey"
Arlene,Francis,1900-01-01,,Unknown
Arlene,Sellers,1900-01-01,,Cleveland
Arline,Judge,1900-01-01,,"Bridgeport, Connecticut"
Arliss,Howard,1900-01-01,,Independence
Arlo,Guthrie,1900-01-01,,Brooklyn
Armand,Amar,1900-01-01,,[1]
Armand,Assante,1900-01-01,,New York City
Armand,Deutsch,1900-01-01,,"Chicago, Illinois"
Armand,Schaefer,1900-01-01,,"Tavistock, Ontario"
Armand,Thirard,1900-01-01,,Mantes-la-Jolie
Armando,Acosta,1900-01-01,,Unknown
Armando,Bó,1900-01-01,,Unknown
Armando,Iannucci,1900-01-01,,Glasgow
Armando,Nannuzzi,1900-01-01,,Rome
Armando,Trovajoli,1900-01-01,,Unknown
Armie,Hammer,1900-01-01,,"Santa Monica, California"
Armin,Mueller-Stahl,1900-01-01,,Tilsit
Armin,Schweizer,1900-01-01,,Zurich
Armond,Lebowitz,1900-01-01,,Unknown
Army,Forces,1900-01-01,,Unknown
Armyan,Bernstein,1900-01-01,,United States
Arne,Glimcher,1900-01-01,,"Duluth, Minnesota"
Arne,Skouen,1900-01-01,,Unknown
Arne,Sucksdorff,1900-01-01,,Stockholm
Arnold,Kopelson,1900-01-01,,New York City
Arnold,Moss,1900-01-01,,Brooklyn
Arnold,Perl,1900-01-01,,Unknown
Arnold,Phillips,1900-01-01,,Berlin
Arnold,Pressburger,1900-01-01,,Pressburg
Arnold,Schulman,1900-01-01,,"Philadelphia, Pennsylvania"
Arnold,Schwartzman,1900-01-01,,Unknown
Arnold,Schwarzenegger,1900-01-01,,"Thal, Styria"
Arnold,Shapiro,1900-01-01,,Los Angeles
Arnold,Stang,1900-01-01,,New York City
Arnold,Vosloo,1900-01-01,,Pretoria
Arnon,Milchan,1900-01-01,,Rehovot
Arnon,Zadok,1900-01-01,,Unknown
Aron,Warner,1900-01-01,,United States
Árpád,Makay,1900-01-01,,Radnót
Arrigo,Colombo,1900-01-01,,Unknown
Arsenio,Hall,1900-01-01,,Cleveland
Arsinée,Khanjian,1900-01-01,,Beirut
Art,Carney,1900-01-01,,"Mount Vernon, New York"
Art,Gilmore,1900-01-01,,Unknown
Art,Linson,1900-01-01,,"Chicago, Illinois"
Art,Lloyd,1900-01-01,,"Los Angeles, California"
Art,Malik,1900-01-01,,Bahawalpur
Art,Parkinson,1900-01-01,,Moville
Art,Stevens,1900-01-01,,"Roy, Montana"
Arthur,Agee,1900-01-01,,"Chicago, Illinois"
Arthur,Arling,1900-01-01,,Missouri
Arthur,Benjamin,1900-01-01,,Unknown
Arthur,Bramble,1900-01-01,,Unknown
Arthur,Brooks,1900-01-01,,"Dayton, Ohio"
Arthur,Bryan,1900-01-01,,[1]
Arthur,Calder-Marshall,1900-01-01,,"Wallington, Surrey"
Arthur,Cohn,1900-01-01,,Basel
Arthur,Compton,1900-01-01,,"Wooster, Ohio"
Arthur,Davis,1900-01-01,,"Yonkers, New York"
Arthur,Dong,1900-01-01,,San Francisco
Arthur,Edeson,1900-01-01,,New York City
Arthur,Franz,1900-01-01,,"Perth Amboy, New Jersey"
Arthur,Freed,1900-01-01,,"Charleston, South Carolina"
Arthur,Garfunkel,1900-01-01,,Unknown
Arthur,Ginsberg,1900-01-01,,Unknown
Arthur,Hamilton,1900-01-01,,Seattle
Arthur,Harari,1900-01-01,,Paris
Arthur,Hill,1900-01-01,,"Melfort, Saskatchewan"
Arthur,Hiller,1900-01-01,,[1]
Arthur,Hilton,1900-01-01,,London
Arthur,Honegger,1900-01-01,,Unknown
Arthur,Hopcraft,1900-01-01,,Shoeburyness
Arthur,Horman,1900-01-01,,Chicago
Arthur,Hunnicutt,1900-01-01,,"Gravelly, Arkansas"
Arthur,Ibbetson,1900-01-01,,Bishop Auckland
Arthur,Jacobs,1900-01-01,,Unknown
Arthur,Jr.,1900-01-01,,Unknown
Arthur,Kay,1900-01-01,,Grottkau
Arthur,Kennedy,1900-01-01,,"Worcester, Massachusetts"
Arthur,Lange,1900-01-01,,Unknown
Arthur,Laurents,1900-01-01,,Unknown
Arthur,Lipsett,1900-01-01,,"Montreal, Quebec"
Arthur,Loft,1900-01-01,,"Denver, Colorado"
Arthur,Lowe,1900-01-01,,"Hayfield, Derbyshire"
Arthur,Lubin,1900-01-01,,Unknown
Arthur,Mayer,1900-01-01,,Unknown
Arthur,Miller,1900-01-01,,Unknown
Arthur,Mullard,1900-01-01,,"Islington, London"
Arthur,O'Connell,1900-01-01,,New York City
Arthur,Ornitz,1900-01-01,,New York City
Arthur,Penn,1900-01-01,,Philadelphia
Arthur,Phillips,1900-01-01,,Minneapolis
Arthur,Reinhart,1900-01-01,,Kluczbork
Arthur,Ripley,1900-01-01,,New York City
Arthur,Rubinstein,1900-01-01,,Brooklyn
Arthur,Schmidt,1900-01-01,,Los Angeles
Arthur,Schwartz,1900-01-01,,Brooklyn
Arthur,Sheekman,1900-01-01,,Chicago
Arthur,Shields,1900-01-01,,Dublin
Arthur,Sullivan,1900-01-01,,Unknown
Arthur,Todd,1900-01-01,,Unknown
Arthur,Treacher,1900-01-01,,Brighton
Arthur,Wimperis,1900-01-01,,Unknown
Artie,Butler,1900-01-01,,Brooklyn
Artie,Kane,1900-01-01,,"Columbus, Ohio"
Artie,Shaw,1900-01-01,,Unknown
Artur,Brauner,1900-01-01,,[1]
Artur,Żmijewski,1900-01-01,,Unknown
Arturo,Córdova,1900-01-01,,"Mérida, Yucatán"
Arturo,Dominici,1900-01-01,,Palermo
Arturo,Feliu,1900-01-01,,Unknown
Arturo,Gallea,1900-01-01,,Turin
Arturo,Sandoval,1900-01-01,,Artemisa
Arturo,Toscanini,1900-01-01,,Parma
Artus,Penguern,1900-01-01,,Neuilly-sur-Seine
Arunachalam,Muruganantham,1900-01-01,,Coimbatore
Arvo,Pärt,1900-01-01,,Paide
Ary,Barroso,1900-01-01,,Ubá
Asa,Butterfield,1900-01-01,,Islington
Asakazu,Nakai,1900-01-01,,Unknown
Asghar,Farhadi,1900-01-01,,Homayoon Shahr
Ash,Brannon,1900-01-01,,"Columbus, Georgia"
Ashley,Dukes,1900-01-01,,"Sandford, Devon"
Ashley,James,1900-01-01,,Unknown
Ashley,Jensen,1900-01-01,,Annan
Ashley,Thomas,1900-01-01,,Hammersmith
Ashton,Sanders,1900-01-01,,[1]
Ashutosh,Gowariker,1900-01-01,,Kolhapur
Ashvin,Kumar,1900-01-01,,"Kolkata, India"
Asia,Argento,1900-01-01,,Rome
Asier,Etxeandia,1900-01-01,,Bilbao
Asif,Kapadia,1900-01-01,,London Borough of Hackney
Aske,Bang,1900-01-01,,Unknown
Assi,Dayan,1900-01-01,,Nahalal
associate,producer,1900-01-01,,Unknown
Astrid,Henning-Jensen,1900-01-01,,Frederiksberg
Astrid,Villaume,1900-01-01,,Aalestrup
Athina,Cenci,1900-01-01,,Kos
Athina,Tsangari,1900-01-01,,Athens
Athol,Fugard,1900-01-01,,Middleburg
