Iteration,Award Category,Winner,Film
16,Outstanding Motion Picture,Watch on the Rhine,Watch on the Rhine
16,Best Directing,Michael Curtiz,Casablanca
16,Best Directing,Ernst Lubitsch,Heaven Can Wait
16,Best Directing,Clarence Brown,The Human Comedy
16,Best Directing,George Stevens,The More the Merrier
16,Best Directing,Henry King,The Song of Bernadette
16,Best Actor,Paul Lukas,Watch on the Rhine
16,Best Actor,Humphrey Bogart,Casablanca
16,Best Actor,Gary Cooper,For Whom the Bell Tolls
16,Best Actor,Walter Pidgeon,Madame Curie
16,Best Actor,Mickey Rooney,The Human Comedy
16,Best Actress,Jennifer Jones,The Song of Bernadette
16,Best Actress,Jean Arthur,The More the Merrier
16,Best Actress,Ingrid Bergman,For Whom the Bell Tolls
16,Best Actress,Joan Fontaine,The Constant Nymph
16,Best Actress,Greer Garson,Madame Curie
16,Best Actor in a Supporting Role,Charles Coburn,The More the Merrier
16,Best Actor in a Supporting Role,Charles Bickford,The Song of Bernadette
16,Best Actor in a Supporting Role,J. Carrol Naish,Sahara
16,Best Actor in a Supporting Role,Claude Rains,Casablanca
16,Best Actor in a Supporting Role,Akim Tamiroff,For Whom the Bell Tolls
16,Best Actress in a Supporting Role,Katina Paxinou,For Whom the Bell Tolls
16,Best Actress in a Supporting Role,Gladys Cooper,The Song of Bernadette
16,Best Actress in a Supporting Role,Paulette Goddard,So Proudly We Hail!
16,Best Actress in a Supporting Role,Anne Revere,The Song of Bernadette
16,Best Actress in a Supporting Role,Lucile Watson,Watch on the Rhine
16,Best Writing (Original Screenplay),Princess O'Rourke,Princess O'Rourke
16,Best Writing (Original Screenplay),Air Force,Air Force
16,Best Writing (Original Screenplay),In Which We Serve,In Which We Serve
16,Best Writing (Original Screenplay),The North Star,The North Star
16,Best Writing (Original Screenplay),So Proudly We Hail!,So Proudly We Hail!
16,Best Writing (Screenplay),Casablanca,Casablanca
16,Best Writing (Screenplay),Holy Matrimony,Holy Matrimony
16,Best Writing (Screenplay),The More the Merrier,The More the Merrier
16,Best Writing (Screenplay),The Song of Bernadette,The Song of Bernadette
16,Best Writing (Screenplay),Watch on the Rhine,Watch on the Rhine
16,Best Writing (Original Motion Picture Story),The Human Comedy,The Human Comedy
16,Best Writing (Original Motion Picture Story),Action in the North Atlantic,Action in the North Atlantic
16,Best Writing (Original Motion Picture Story),Destination Tokyo,Destination Tokyo
16,Best Writing (Original Motion Picture Story),The More the Merrier,The More the Merrier
16,Best Writing (Original Motion Picture Story),Shadow of a Doubt,Shadow of a Doubt
16,Best Documentary (Feature),Desert Victory,Desert Victory
16,Best Documentary (Feature),Baptism of Fire,Baptism of Fire
16,Best Documentary (Feature),The Battle of Russia,The Battle of Russia
16,Best Documentary (Feature),Report from the Aleutians,Report from the Aleutians
16,Best Documentary (Feature),War Department Report,War Department Report
16,Best Documentary (Short Subject),December 7th,December 7th
16,Best Documentary (Short Subject),Children of Mars,Children of Mars
16,Best Documentary (Short Subject),Plan for Destruction,Plan for Destruction
16,Best Documentary (Short Subject),Swedes in America,Swedes in America
16,Best Documentary (Short Subject),To the People of the United States,To the People of the United States
16,Best Documentary (Short Subject),Tomorrow We Fly,Tomorrow We Fly
16,Best Documentary (Short Subject),Youth in Crisis,Youth in Crisis
16,Best Short Subject (One-Reel),Amphibious Fighters,Amphibious Fighters
16,Best Short Subject (One-Reel),Cavalcade of Dance,Cavalcade of Dance
16,Best Short Subject (One-Reel),Champions Carry On,Champions Carry On
16,Best Short Subject (One-Reel),Hollywood in Uniform,Hollywood in Uniform
16,Best Short Subject (One-Reel),Seeing Hands,Seeing Hands
16,Best Short Subject (Two-Reel),Heavenly Music,Heavenly Music
16,Best Short Subject (Two-Reel),Letter to a Hero,Letter to a Hero
16,Best Short Subject (Two-Reel),Mardi Gras,Mardi Gras
16,Best Short Subject (Two-Reel),Women at War,Women at War
16,Best Short Subject (Cartoon),The Yankee Doodle Mouse,The Yankee Doodle Mouse
16,Best Short Subject (Cartoon),The 500 Hats of Bartholomew Cubbins,The 500 Hats of Bartholomew Cubbins
16,Best Short Subject (Cartoon),The Dizzy Acrobat,The Dizzy Acrobat
16,Best Short Subject (Cartoon),"Greetings, Bait!","Greetings, Bait!"
16,Best Short Subject (Cartoon),Imagination,Imagination
16,Best Short Subject (Cartoon),Reason and Emotion,Reason and Emotion
16,Best Music (Music Score of a Dramatic or Comedy Picture),The Song of Bernadette,The Song of Bernadette
16,Best Music (Music Score of a Dramatic or Comedy Picture),The Amazing Mrs. Holliday,The Amazing Mrs. Holliday
16,Best Music (Music Score of a Dramatic or Comedy Picture),Casablanca,Casablanca
16,Best Music (Music Score of a Dramatic or Comedy Picture),Commandos Strike at Dawn,Commandos Strike at Dawn
16,Best Music (Music Score of a Dramatic or Comedy Picture),The Fallen Sparrow,The Fallen Sparrow
16,Best Music (Music Score of a Dramatic or Comedy Picture),For Whom the Bell Tolls,For Whom the Bell Tolls
16,Best Music (Music Score of a Dramatic or Comedy Picture),Hangmen Also Die!,Hangmen Also Die!
16,Best Music (Music Score of a Dramatic or Comedy Picture),Hi Diddle Diddle,Hi Diddle Diddle
16,Best Music (Music Score of a Dramatic or Comedy Picture),In Old Oklahoma,In Old Oklahoma
16,Best Music (Music Score of a Dramatic or Comedy Picture),Johnny Come Lately,Johnny Come Lately
16,Best Music (Music Score of a Dramatic or Comedy Picture),The Kansan,The Kansan
16,Best Music (Music Score of a Dramatic or Comedy Picture),Lady of Burlesque,Lady of Burlesque
16,Best Music (Music Score of a Dramatic or Comedy Picture),Madame Curie,Madame Curie
16,Best Music (Music Score of a Dramatic or Comedy Picture),The Moon and Sixpence,The Moon and Sixpence
16,Best Music (Music Score of a Dramatic or Comedy Picture),The North Star,The North Star
16,Best Music (Music Score of a Dramatic or Comedy Picture),Victory Through Air Power,Victory Through Air Power
16,Best Music (Scoring of a Musical Picture),This Is the Army,This Is the Army
16,Best Music (Scoring of a Musical Picture),Coney Island,Coney Island
16,Best Music (Scoring of a Musical Picture),Hit Parade of 1943,Hit Parade of 1943
16,Best Music (Scoring of a Musical Picture),Phantom of the Opera,Phantom of the Opera
16,Best Music (Scoring of a Musical Picture),Saludos Amigos,Saludos Amigos
16,Best Music (Scoring of a Musical Picture),The Sky's the Limit,The Sky's the Limit
16,Best Music (Scoring of a Musical Picture),Something to Shout About,Something to Shout About
16,Best Music (Scoring of a Musical Picture),Stage Door Canteen,Stage Door Canteen
16,Best Music (Scoring of a Musical Picture),Star Spangled Rhythm,Star Spangled Rhythm
16,Best Music (Scoring of a Musical Picture),Thousands Cheer,Thousands Cheer
16,Best Music (Song),"""You'll Never Know"" from Hello, Frisco, Hello","Hello, Frisco, Hello"
16,Best Music (Song),"""A Change of Heart"" from Hit Parade of 1943",Hit Parade of 1943
16,Best Music (Song),"""Happiness is a Thing Called Joe"" from Cabin in the Sky",Cabin in the Sky
16,Best Music (Song),"""My Shining Hour"" from The Sky's the Limit",The Sky's the Limit
16,Best Music (Song),"""Saludos Amigos"" from Saludos Amigos",Saludos Amigos
16,Best Music (Song),"""Say a Pray'r for the Boys Over There"" from Hers to Hold",Hers to Hold
16,Best Music (Song),"""That Old Black Magic"" from Star Spangled Rhythm",Star Spangled Rhythm
16,Best Music (Song),"""They're Either Too Young or Too Old"" from Thank Your Lucky Stars",Thank Your Lucky Stars
16,Best Music (Song),"""We Mustn't Say Goodbye"" from Stage Door Canteen",Stage Door Canteen
16,Best Music (Song),"""You'd Be So Nice to Come Home To"" from Something to Shout About",Something to Shout About
16,Best Sound Recording,This Land Is Mine,This Land Is Mine
16,Best Sound Recording,Hangmen Also Die!,Hangmen Also Die!
16,Best Sound Recording,In Old Oklahoma,In Old Oklahoma
16,Best Sound Recording,Madame Curie,Madame Curie
16,Best Sound Recording,The North Star,The North Star
16,Best Sound Recording,Phantom of the Opera,Phantom of the Opera
16,Best Sound Recording,Riding High,Riding High
16,Best Sound Recording,Sahara,Sahara
16,Best Sound Recording,Saludos Amigos,Saludos Amigos
16,Best Sound Recording,So This Is Washington,So This Is Washington
16,Best Sound Recording,The Song of Bernadette,The Song of Bernadette
16,Best Sound Recording,This Is the Army,This Is the Army
16,Best Art Direction (Black-and-White),The Song of Bernadette,The Song of Bernadette
16,Best Art Direction (Black-and-White),Five Graves to Cairo,Five Graves to Cairo
16,Best Art Direction (Black-and-White),Flight for Freedom,Flight for Freedom
16,Best Art Direction (Black-and-White),Madame Curie,Madame Curie
16,Best Art Direction (Black-and-White),Mission to Moscow,Mission to Moscow
16,Best Art Direction (Black-and-White),The North Star,The North Star
16,Best Art Direction (Color),Phantom of the Opera,Phantom of the Opera
16,Best Art Direction (Color),For Whom the Bell Tolls,For Whom the Bell Tolls
16,Best Art Direction (Color),The Gang's All Here,The Gang's All Here
16,Best Art Direction (Color),This Is the Army,This Is the Army
16,Best Art Direction (Color),Thousands Cheer,Thousands Cheer
16,Best Cinematography (Black-and-White),The Song of Bernadette,The Song of Bernadette
16,Best Cinematography (Black-and-White),Air Force,Air Force
16,Best Cinematography (Black-and-White),Casablanca,Casablanca
16,Best Cinematography (Black-and-White),Corvette K-225,Corvette K-225
16,Best Cinematography (Black-and-White),Five Graves to Cairo,Five Graves to Cairo
16,Best Cinematography (Black-and-White),The Human Comedy,The Human Comedy
16,Best Cinematography (Black-and-White),Madame Curie,Madame Curie
16,Best Cinematography (Black-and-White),The North Star,The North Star
16,Best Cinematography (Black-and-White),Sahara,Sahara
16,Best Cinematography (Black-and-White),So Proudly We Hail!,So Proudly We Hail!
16,Best Cinematography (Color),Phantom of the Opera,Phantom of the Opera
16,Best Cinematography (Color),For Whom the Bell Tolls,For Whom the Bell Tolls
16,Best Cinematography (Color),Heaven Can Wait,Heaven Can Wait
16,Best Cinematography (Color),"Hello, Frisco, Hello","Hello, Frisco, Hello"
16,Best Cinematography (Color),Lassie Come Home,Lassie Come Home
16,Best Cinematography (Color),Thousands Cheer,Thousands Cheer
16,Best Film Editing,Air Force,Air Force
16,Best Film Editing,Casablanca,Casablanca
16,Best Film Editing,Five Graves to Cairo,Five Graves to Cairo
16,Best Film Editing,For Whom the Bell Tolls,For Whom the Bell Tolls
16,Best Film Editing,The Song of Bernadette,The Song of Bernadette
16,Best Special Effects,Crash Dive,Crash Dive
16,Best Special Effects,Air Force,Air Force
16,Best Special Effects,Bombardier,Bombardier
16,Best Special Effects,The North Star,The North Star
16,Best Special Effects,So Proudly We Hail!,So Proudly We Hail!
16,Best Special Effects,Stand By for Action,Stand By for Action
17,Best Motion Picture,Going My Way,Going My Way
17,Best Motion Picture,Double Indemnity,Double Indemnity
17,Best Motion Picture,Gaslight,Gaslight
17,Best Motion Picture,Since You Went Away,Since You Went Away
17,Best Motion Picture,Wilson,Wilson
17,Best Directing,Leo McCarey,Going My Way
17,Best Directing,Billy Wilder,Double Indemnity
17,Best Directing,Otto Preminger,Laura
17,Best Directing,Alfred Hitchcock,Lifeboat
17,Best Directing,Henry King,Wilson
17,Best Actor,Bing Crosby,Going My Way
17,Best Actor,Charles Boyer,Gaslight
17,Best Actor,Barry Fitzgerald,Going My Way
17,Best Actor,Cary Grant,None but the Lonely Heart
17,Best Actor,Alexander Knox,Wilson
17,Best Actress,Ingrid Bergman,Gaslight
17,Best Actress,Claudette Colbert,Since You Went Away
17,Best Actress,Bette Davis,Mr. Skeffington
17,Best Actress,Greer Garson,Mrs. Parkington
17,Best Actress,Barbara Stanwyck,Double Indemnity
17,Best Actor in a Supporting Role,Barry Fitzgerald,Going My Way
17,Best Actor in a Supporting Role,Hume Cronyn,The Seventh Cross
17,Best Actor in a Supporting Role,Claude Rains,Mr. Skeffington
17,Best Actor in a Supporting Role,Clifton Webb,Laura
17,Best Actor in a Supporting Role,Monty Woolley,Since You Went Away
17,Best Actress in a Supporting Role,Ethel Barrymore,None But the Lonely Heart
17,Best Actress in a Supporting Role,Jennifer Jones,Since You Went Away
17,Best Actress in a Supporting Role,Angela Lansbury,Gaslight
17,Best Actress in a Supporting Role,Aline MacMahon,Dragon Seed
17,Best Actress in a Supporting Role,Agnes Moorehead,Mrs. Parkington
17,Best Writing (Original Screenplay),Wilson,Wilson
17,Best Writing (Original Screenplay),Hail the Conquering Hero,Hail the Conquering Hero
17,Best Writing (Original Screenplay),The Miracle of Morgan's Creek,The Miracle of Morgan's Creek
17,Best Writing (Original Screenplay),Two Girls and a Sailor,Two Girls and a Sailor
17,Best Writing (Original Screenplay),"Wing and a Prayer, The Story of Carrier X","Wing and a Prayer, The Story of Carrier X"
17,Best Writing (Screenplay),Going My Way,Going My Way
17,Best Writing (Screenplay),Double Indemnity,Double Indemnity
17,Best Writing (Screenplay),Gaslight,Gaslight
17,Best Writing (Screenplay),Laura,Laura
17,Best Writing (Screenplay),Meet Me in St. Louis,Meet Me in St. Louis
17,Best Writing (Original Motion Picture Story),Going My Way,Going My Way
17,Best Writing (Original Motion Picture Story),A Guy Named Joe,A Guy Named Joe
17,Best Writing (Original Motion Picture Story),Lifeboat,Lifeboat
17,Best Writing (Original Motion Picture Story),None Shall Escape,None Shall Escape
17,Best Writing (Original Motion Picture Story),The Sullivans,The Sullivans
17,Best Documentary (Feature),The Fighting Lady,The Fighting Lady
17,Best Documentary (Feature),Resisting Enemy Interrogation,Resisting Enemy Interrogation
17,Best Documentary (Short Subject),With the Marines at Tarawa,With the Marines at Tarawa
17,Best Documentary (Short Subject),Hymn of the Nations,Hymn of the Nations
17,Best Documentary (Short Subject),New Americans,New Americans
17,Best Short Subject (One-Reel),Who's Who in Animal Land,Who's Who in Animal Land
17,Best Short Subject (One-Reel),Blue Grass Gentlemen,Blue Grass Gentlemen
17,Best Short Subject (One-Reel),Jammin' the Blues,Jammin' the Blues
17,Best Short Subject (One-Reel),Movie Pests,Movie Pests
17,Best Short Subject (One-Reel),Screen Snapshots' 50th Anniversary of Motion Pictures,Screen Snapshots' 50th Anniversary of Motion Pictures
17,Best Short Subject (Two-Reel),I Won't Play,I Won't Play
17,Best Short Subject (Two-Reel),Bombalera,Bombalera
17,Best Short Subject (Two-Reel),Main Street Today,Main Street Today
17,Best Short Subject (Cartoon),Mouse Trouble,Mouse Trouble
17,Best Short Subject (Cartoon),And to Think I Saw It on Mulberry Street,And to Think I Saw It on Mulberry Street
17,Best Short Subject (Cartoon),"Dog, Cat and Canary","Dog, Cat and Canary"
17,Best Short Subject (Cartoon),Fish Fry,Fish Fry
17,Best Short Subject (Cartoon),How to Play Football,How to Play Football
17,Best Short Subject (Cartoon),"My Boy, Johnny","My Boy, Johnny"
17,Best Short Subject (Cartoon),Swooner Crooner,Swooner Crooner
17,Best Music (Music Score of a Dramatic or Comedy Picture),Since You Went Away,Since You Went Away
17,Best Music (Music Score of a Dramatic or Comedy Picture),Address Unknown,Address Unknown
17,Best Music (Music Score of a Dramatic or Comedy Picture),The Adventures of Mark Twain,The Adventures of Mark Twain
