Movie_Name,Release_Date,Box_Office,Run_Time,Languages
Joker,2019-01-01,1079000000.00,122,
Jolly Little Elves,1934-01-01,,8,
Jolson Sings Again,1949-01-01,5000000.00,96,
Jonathan Livingston Seagull,1973-01-01,1600000.00,99,
Journey for Survival,1981-01-01,,15,
Journey into Life: The World of the Unborn,1990-01-01,,25,
Journey into Medicine,1947-01-01,,40,
Journey into Self,1968-01-01,,47,
Journey into Spring,1958-01-01,,28,
Journey of Hope,1990-01-01,,110,
Journey to the Center of the Earth,1959-01-01,10000000.00,129,
Journey to the Outer Limits,1973-01-01,,52,
Joy,2015-01-01,101100000.00,124,
Joyeux Noël,2005-01-01,17.70,116,
Ju Dou,1990-01-01,,95,
Juarez,1939-01-01,,125,
Judas and the Black Messiah,2021-01-01,7500000.00,126,
Judgment at Nuremberg,1961-01-01,16000000.00,190,
Judy,2019-01-01,46000000.00,118,
Julia,1977-01-01,20700000.00,118,
Julie,1956-01-01,2600000.00,99,
Julie & Julia,2009-01-01,129500000.00,123,
Juliet of the Spirits,1965-01-01,,145,
Julius Caesar,1953-01-01,3900000.00,121,
Junebug,2005-01-01,3400000.00,106,
Jungle Book,1942-01-01,11000000.00,108,
Junior,1994-01-01,108400000.00,109,
Juno,2007-01-01,232300000.00,96,
Jurassic Park,1993-01-01,1058000000.00,127,
Just Another Missing Kid,1981-01-01,,90,
Just Before Losing Everything,2013-01-01,,29,
Just for You,1952-01-01,2900000.00,104,
Just Imagine,1930-01-01,,109,
K-Z,1972-01-01,,,
Kagemusha,1980-01-01,33000000.00,180,
Kahl,1961-01-01,,12,
Kapo,1960-01-01,,116,
Karakter,1997-01-01,713413.00,122,
Karama Has No Walls,2012-01-01,,26,
Karl Hess: Toward Liberty,1980-01-01,,26,
Kate & Leopold,2001-01-01,76000000.00,123,
Katyń,2007-01-01,14768451.00,115,
Keats and His Nightingale: A Blind Date,1985-01-01,,,
Keeper of Promises,1962-01-01,,91,
Kenji Comes Home,1949-01-01,,,
Kentucky,1938-01-01,,96,
Key Largo,1948-01-01,3300000.00,101,
Khartoum,1966-01-01,3000000.00,134,
Khovanshchina,1960-01-01,,124,
Kick Me,1975-01-01,,8,
Killers of the Flower Moon,2023-01-01,158800000.00,206,
Killing in the Name,2010-01-01,,,
Kind Lady,1951-01-01,500000.00,78,
King Gimp,1999-01-01,,,
King Kong,1976-01-01,90600000.00,134,
King Kong,2005-01-01,556900000.00,187,
King of Burlesque,1936-01-01,1100000.00,90,
King of Jazz,1930-01-01,,105,
King of the Zombies,1941-01-01,,67,
King Rat,1965-01-01,,134,
King Richard,2021-01-01,39400000.00,145,
King Solomon's Mines,1950-01-01,15100000.00,103,
King: A Filmed Record... Montgomery to Memphis,1970-01-01,,185,
Kingdom of the Planet of the Apes,2024-01-01,397300000.00,145,
Kings of the Turf,1941-01-01,,10,
Kings Point,2012-01-01,,31,
Kings Row,1942-01-01,5093000.00,127,
Kinsey,2004-01-01,16900000.00,118,
Kismet,1944-01-01,,100,
Kiss Me Kate,1953-01-01,3117000.00,109,
Kiss of Death,1947-01-01,1650000.00,99,
Kiss of the Spider Woman,1985-01-01,17000000.00,121,
Kisses for My President,1964-01-01,,113,
Kitbull,2019-01-01,,9,
Kitty,1945-01-01,3500000.00,103,
Kitty Foyle,1940-01-01,2385000.00,108,
Klaus,2019-01-01,,97,
Klondike Fury,1942-01-01,,68,
Klute,1971-01-01,12500000.00,114,
Knickerbocker Holiday,1944-01-01,,85,
Knife in the Water,1962-01-01,,94,
Knife Skills,2017-01-01,,40,
Knight of Fortune,2023-01-01,,24,
Knights of the Round Table,1953-01-01,8100000.00,115,
Knighty Knight Bugs,1958-01-01,,628,
Knives Out,2019-01-01,312900000.00,130,
Knock on Wood,1954-01-01,3500000.00,103,
Kokoda Front Line!,1942-01-01,,9,
Kolya,1996-01-01,7700000.00,111,
Kon-Tiki,1950-01-01,,77,
Kon-Tiki,2012-01-01,22800000.00,119,
Kong: Skull Island,2017-01-01,568600000.00,118,
Koryo Celadon,1979-01-01,,,
Kotch,1971-01-01,5000000.00,113,
Krakatoa,1933-01-01,,26,
"Krakatoa, East of Java",1968-01-01,3700000.00,131,
Kramer vs. Kramer,1979-01-01,173000000.00,105,
Kubo and the Two Strings,2016-01-01,77500000.00,102,
Kukan,1941-01-01,,62,
Kundun,1997-01-01,5700000.00,134,
Kung Fu Panda,2008-01-01,631700000.00,92,
Kung Fu Panda 2,2011-01-01,665600000.00,90,
Kwaidan,1965-01-01,225000000.00,182,
L.A. Confidential,1997-01-01,126200000.00,138,
L'Invitation,1973-01-01,1500000.00,100,
La Cage aux Folles,1978-01-01,20400000.00,91,
La Corona,2008-01-01,,40,
La Cucaracha,1934-01-01,,20,
La Dolce Vita,1960-01-01,19500000.00,174,
La femme et le TGV,2016-01-01,,30,
La Fiesta de Santa Barbara,1935-01-01,,19,
La Grande Illusion,1937-01-01,414620.00,114,
La La Land,2016-01-01,472000000.00,128,
La Luna,2011-01-01,,7,
La Maison en Petits Cubes,2008-01-01,,12,
La Reine Margot,1994-01-01,20000000.00,162,
La Ronde,1950-01-01,1515560.00,95,
La Salla,1996-01-01,,8,
La Strada,1954-01-01,,108,
La Traviata,1982-01-01,,105,
La venganza,1958-01-01,,122,
La Vérité,1960-01-01,5694993.00,127,
La Vie en Rose,2007-01-01,87400000.00,140,
"Lacombe, Lucien",1974-01-01,13100000.00,138,
Ladies in Retirement,1941-01-01,,91,
Lady and Gent,1932-01-01,,84,
Lady Be Good,1941-01-01,,112,
Lady Bird,2017-01-01,79000000.00,94,
Lady for a Day,1933-01-01,,96,
Lady in the Dark,1944-01-01,4300000.00,100,
Lady of Burlesque,1943-01-01,1850000.00,91,
Lady on a Train,1945-01-01,,94,
Lady Sings the Blues,1972-01-01,19700000.00,144,
"Lady, Let's Dance",1944-01-01,,88,
Ladyhawke,1985-01-01,18400000.00,121,
Lagaan,2001-01-01,659700000.00,233,
LaLee's Kin: The Legacy of Cotton,2001-01-01,,89,
Lambert the Sheepish Lion,1952-01-01,,815,
Land of Mine,2015-01-01,3200000.00,100,
Language Says It All,1987-01-01,,,
Lars and the Real Girl,2007-01-01,11300000.00,106,
Las Vegas Nights,1941-01-01,,90,
Lassie Come Home,1943-01-01,4517000.00,89,
Last Day of Freedom,2015-01-01,,32,
Last Days in Vietnam,2014-01-01,161300.00,98,
Last Men in Aleppo,2017-01-01,,104,
Last Summer,1969-01-01,3000000.00,97,
Last Tango in Paris,1972-01-01,96000000.00,129,
Last Year at Marienbad,1961-01-01,,94,
Late Afternoon,2017-01-01,,9,
Laughter,1930-01-01,,85,
Laura,1944-01-01,2000000.00,88,
Lavatory – Lovestory,2007-01-01,,,
Lawrence of Arabia,1962-01-01,70000000.00,222,
Le Maillon et la Chaine,1963-01-01,,80,
Le Plaisir,1952-01-01,,97,
Le pupille,2022-01-01,,37,
Le Volcan interdit,1966-01-01,,80,
Lead Me Home,2021-01-01,,39,
Learning to Skateboard in a Warzone (If You're a Girl),2019-01-01,,39,
Leave Her to Heaven,1945-01-01,8200000.00,110,
Leaving Las Vegas,1995-01-01,49800000.00,111,
Legacy,2000-01-01,,90,
Legend,1985-01-01,23500000.00,89,
Legends of the Fall,1994-01-01,160600000.00,133,
Leisure,1976-01-01,,14,
Lemony Snicket's A Series of Unfortunate Events,2004-01-01,211500000.00,108,
Lend a Paw,1941-01-01,,812,
Lenny,1974-01-01,11622000.00,111,
Lenny Bruce: Swear to Tell the Truth,1998-01-01,,100,
Leo Beuerman,1969-01-01,,,
Les Girls,1957-01-01,3900000.00,114,
Les Misérables,1935-01-01,,103,
Les Misérables,2012-01-01,442800000.00,158,
Les Misérables,2019-01-01,54600000.00,104,
Let It Be,1970-01-01,,80,
Let My People Go: The Story of Israel,1965-01-01,,60,
Let's Get Lost,1988-01-01,477113.00,120,
Let's Make Love,1960-01-01,6500000.00,119,
Let's Pollute,2009-01-01,,65,
Lethal Weapon,1987-01-01,120200000.00,112,
Lethal Weapon 2,1989-01-01,227900000.00,114,
Letter to a Hero,1943-01-01,,20,
Letter to a Pig,2022-01-01,,17,
Letters from Iwo Jima,2006-01-01,68700000.00,140,
Letters from Marusia,1976-01-01,,110,
Leviathan,2014-01-01,3400000.00,141,
Li'l Abner,1959-01-01,3200000.00,114,
Libel,1959-01-01,1170000.00,100,
Libeled Lady,1936-01-01,2723000.00,98,
Library of Congress,1945-01-01,,20,
Licorice Pizza,2021-01-01,33300000.00,133,
Lieberman in Love,1995-01-01,,39,
Lies My Father Told Me,1975-01-01,650000.00,102,
Life,1999-01-01,73400000.00,109,
Life at the Zoo,1946-01-01,,,
Life Is Beautiful,1997-01-01,230100000.00,116,
Life of a Thoroughbred,1941-01-01,,11,
Life of Pi,2012-01-01,609000000.00,127,
Life Overtakes Me,2019-01-01,,39,
Life Times Nine,1973-01-01,,13,
Life with Father,1947-01-01,6455000.00,118,
Life with Feathers,1945-01-01,,741,
"Life, Animated",2016-01-01,,92,
Lifeboat,1944-01-01,1000000.00,97,
Lifeboat,2018-01-01,,34,
Lifted,2006-01-01,,5,
Light in the Window,1952-01-01,,10,
Lili,1953-01-01,5393000.00,81,
Lilies of the Field,1963-01-01,3000000.00,94,
Lillian Russell,1940-01-01,,127,
Lilo & Stitch,2002-01-01,273100000.00,85,
Limelight,1952-01-01,8000000.00,137,
Lincoln,2012-01-01,275300000.00,150,
Lion,2016-01-01,140300000.00,118,
Listen to Britain,1942-01-01,,19,
Little Big Man,1970-01-01,31559552.00,147,
Little Caesar,1931-01-01,752000.00,79,
Little Children,2006-01-01,14800000.00,137,
Little Dorrit,1987-01-01,1025228.00,343,
Little Fugitive,1953-01-01,500000.00,80,
Little Johnny Jet,1953-01-01,,7,
Little Miss Sunshine,2006-01-01,101100000.00,102,
Little Shop of Horrors,1986-01-01,54000000.00,94,
Little Surprises,1996-01-01,,36,
Little Terrorist,2004-01-01,,15,
Little Voice,1998-01-01,4600000.00,96,
Little Women,1933-01-01,2070000.00,115,
Little Women,1949-01-01,5910000.00,121,
Little Women,1994-01-01,95000000.00,119,
Little Women,2019-01-01,220100000.00,135,
Live and Let Die,1973-01-01,161800000.00,121,
Live for Life,1967-01-01,400000.00,130,
Living,2022-01-01,12100000.00,102,
Lloyd's of London,1936-01-01,2000000.00,115,
Logan,2017-01-01,619200000.00,137,
Logan's Run,1976-01-01,25000000.00,118,
Logorama,2009-01-01,,16,
Lolita,1962-01-01,9200000.00,152,
London Can Take It!,1940-01-01,,9,
Lone Star,1996-01-01,13000000.00,135,
Lone Survivor,2013-01-01,154800000.00,121,
Lonelyhearts,1958-01-01,,100,
Long Day's Journey into Night,1962-01-01,,170,
Long Night's Journey into Day,2000-01-01,,94,
Longtime Companion,1989-01-01,4609953.00,100,
Look for the Silver Lining,1949-01-01,4130000.00,106,
Looking for Mr. Goodbar,1977-01-01,22500000.00,136,
Lorenzo,2004-01-01,,5,
Lorenzo's Oil,1992-01-01,7200000.00,129,
Los Tarantos,1963-01-01,,112,
Lost Horizon,1937-01-01,3500000.00,132,
Lost in Translation,2003-01-01,118700000.00,102,
Lou,2017-01-01,,7,
Louisa,1950-01-01,1400000.00,90,
Louisiana Purchase,1941-01-01,2750000.00,98,
Louisiana Story,1948-01-01,,78,
Love Affair,1939-01-01,1800000.00,87,
Love and Monsters,2020-01-01,1100000.00,109,
Love Field,1992-01-01,1000000.00,102,
Love Is a Many-Splendored Thing,1955-01-01,4000000.00,102,
Love Letters,1945-01-01,,101,
Love Me Forever,1935-01-01,745900.00,91,
Love Me or Leave Me,1955-01-01,5600000.00,122,
Love Story,1970-01-01,173400000.00,101,
Love with the Proper Stranger,1963-01-01,3600000.00,102,
Loveless,2017-01-01,4800000.00,127,
Lover Come Back,1961-01-01,7600000.00,107,
Lovers and Other Strangers,1970-01-01,7700000.00,104,
Loves of a Blonde,1965-01-01,,90,
Loving,2016-01-01,12900000.00,123,
Loving Vincent,2017-01-01,42100000.00,95,
Luca,2021-01-01,51100000.00,95,
Ludwig,1973-01-01,,238,
Lunana: A Yak in the Classroom,2019-01-01,,109,
Lust for Life,1956-01-01,2695000.00,122,
Luther Metke at 94,1979-01-01,,27,
Luxo Jr.,1986-01-01,,2,
Lydia,1941-01-01,,104,
M*A*S*H,1970-01-01,81600000.00,116,
Ma Rainey's Black Bottom,2020-01-01,,94,
Macario,1960-01-01,,90,
Mad About Music,1938-01-01,,100,
Mad Max: Fury Road,2015-01-01,380500000.00,120,
"Madagascar, a Journey Diary",2009-01-01,,11,
Madame Bovary,1949-01-01,2016000.00,106,
Madame Bovary,1991-01-01,,143,
Madame Curie,1943-01-01,4610000.00,124,
Madame Rosa,1977-01-01,2600000.00,105,
Madame Tutli-Putli,2007-01-01,,17,
Madame X,1929-01-01,,95,
Madeline,1952-01-01,,,
Madron,1970-01-01,,90,
Maestro,2005-01-01,,,
Maestro,2023-01-01,823787.00,129,
Magic Candies,2024-01-01,,21,
Magnificent Obsession,1954-01-01,5200000.00,108,
Magnolia,1999-01-01,48500000.00,188,
Magoo's Puddle Jumper,1956-01-01,,6,
Mahogany,1975-01-01,5000000.00,109,
Main Street on the March!,1941-01-01,,20,
Make a Wish,1937-01-01,,77,
Making Overtures: The Story of a Community Orchestra,1985-01-01,,28,
Malcolm X,1972-01-01,,91,
Malcolm X,1992-01-01,73000000.00,202,
Maleficent,2014-01-01,758500000.00,97,
Maleficent: Mistress of Evil,2019-01-01,491700000.00,119,
Malèna,2000-01-01,14400000.00,108,
Mama Turns 100,1979-01-01,,100,
Man Alive!,1952-01-01,,,
Man in Space,1955-01-01,,,
Man of a Thousand Faces,1957-01-01,2400000.00,122,
Man of Conquest,1939-01-01,,99,
Man of Iron,1981-01-01,492035.00,153,
Man of La Mancha,1972-01-01,11500000.00,132,
Man on Wire,2008-01-01,5300000.00,94,
Manchester by the Sea,2016-01-01,79000000.00,137,
Mandela,1996-01-01,,118,
Mandela: Long Walk to Freedom,2013-01-01,28000000.00,146,
Mandragola,1965-01-01,,103,
Manhattan,1979-01-01,40200000.00,96,
Manhattan Melodrama,1934-01-01,1200000.00,93,
Manhattan Merry-Go-Round,1937-01-01,,89,
Manipulation,1991-01-01,,7,
Mank,2020-01-01,122572.00,131,
Mannequin,1937-01-01,1634000.00,95,
Mannequin,1987-01-01,42700000.00,90,
Manson,1973-01-01,,83,
Marathon Man,1976-01-01,28200000.00,125,
Marcel the Shell with Shoes On,2021-01-01,7000000.00,90,
March of the Penguins,2005-01-01,127400000.00,86,
Mardi Gras,1943-01-01,,19,
Mardi Gras,1958-01-01,2500000.00,107,
Margin Call,2011-01-01,19500000.00,109,
Marguerite,2017-01-01,,19,
Maria,2024-01-01,22300000.00,124,
Maria Full of Grace,2004-01-01,12600000.00,101,
Marie Antoinette,1938-01-01,2956000.00,150,
Marie Antoinette,2006-01-01,60900000.00,123,
Marie-Louise,1944-01-01,,103,
Marines in the Making,1942-01-01,,9,
Marjoe,1972-01-01,,88,
Marjorie Morningstar,1958-01-01,3000000.00,123,
Marlene,1984-01-01,,94,
Marooned,1969-01-01,4100000.00,134,
Marriage Italian Style,1964-01-01,3700000.00,102,
Marriage Story,2019-01-01,2300000.00,137,
Married to the Mob,1988-01-01,21400000.00,104,
Marshall,2017-01-01,10100000.00,118,
Martin Luther,1953-01-01,3000000.00,105,
Marty,1955-01-01,2000000.00,93,
Marvin's Room,1996-01-01,30000000.00,98,
Mary Poppins,1964-01-01,103100000.00,139,
Mary Poppins Returns,2018-01-01,349500000.00,131,
Mary Queen of Scots,2018-01-01,47000000.00,125,
Mary Shelley's Frankenstein,1994-01-01,112000000.00,123,
"Mary, Queen of Scots",1971-01-01,,128,
Mask,1985-01-01,48200000.00,120,
Master and Commander: The Far Side of the World,2003-01-01,211600000.00,138,
Match Point,2005-01-01,85300000.00,124,
Matewan,1987-01-01,2000000.00,132,
Maurice,1987-01-01,2.60,140,
Maverick,1994-01-01,183000000.00,127,
May December,2023-01-01,5300000.00,117,
Maya Lin: A Strong Clear Vision,1994-01-01,62186.00,105,
Maytime,1937-01-01,2183000.00,132,
McCabe & Mrs. Miller,1971-01-01,8200000.00,121,
Me and My Moulton,2014-01-01,,14,
Mediterraneo,1991-01-01,4500000.00,96,
Meet John Doe,1941-01-01,1800000.00,122,
Meet Me in Las Vegas,1956-01-01,3714000.00,112,
Meet Me in St. Louis,1944-01-01,6600000.00,113,
Meet the Parents,2000-01-01,330400000.00,108,
Melvin and Howard,1980-01-01,4300000.00,95,
Memento,2000-01-01,40100000.00,113,
Memoir of a Snail,2024-01-01,3700000.00,94,
Memoirs of a Geisha,2005-01-01,162200000.00,145,
Mémorable,2019-01-01,,12,
Memorial: Letters from American Soldiers,1991-01-01,,,
Memories of a Marriage,1989-01-01,,87,
Men Against the Arctic,1955-01-01,,30,
Men in Black,1934-01-01,,18021,
Men in Black,1997-01-01,589400000.00,98,
Menu,1933-01-01,,10,
Mephisto,1981-01-01,,144,
Mercy Island,1941-01-01,,72,
Merrily We Live,1938-01-01,,95,
Meteor,1979-01-01,8400000.00,107,
Metropolitan,1990-01-01,7000000.00,98,
Mexicali Shmoes,1959-01-01,,6,
Michael Clayton,2007-01-01,93000000.00,120,
Michael Collins,1996-01-01,32800000.00,132,
Mickey and the Seal,1948-01-01,,638,
Mickey's Christmas Carol,1983-01-01,,26,
Mickey's Orphans,1931-01-01,,7,
Midnight Cowboy,1969-01-01,44800000.00,113,
Midnight Express,1978-01-01,35000000.00,121,
Midnight in Paris,2011-01-01,151700000.00,94,
Midnight Lace,1960-01-01,3500000.00,103,
Mighty Aphrodite,1995-01-01,26000000.00,95,
Mighty Joe Young,1949-01-01,1950000.00,93,
Mighty Joe Young,1998-01-01,50600000.00,114,
Mighty Mouse in Gypsy Life,1945-01-01,,7,
Mighty Times: The Children's March,2004-01-01,,40,
Mighty Times: The Legacy of Rosa Parks,2002-01-01,,40,
Mike's New Car,2002-01-01,,5,
Mildred Pierce,1945-01-01,5600000.00,111,
Milk,2008-01-01,54600000.00,128,
Million Dollar Baby,2004-01-01,216800000.00,132,
Million Dollar Mermaid,1952-01-01,4947000.00,115,
Millions of Years Ahead of Man,1975-01-01,,,
Min and Bill,1930-01-01,2000000.00,66,
Minari,2020-01-01,15500000.00,115,
Minding the Gap,2018-01-01,,93,
Minority Report,2002-01-01,358400000.00,145,
Minstrel Man,1944-01-01,,67,
Miracle Fish,2009-01-01,,17,
Miracle on 34th Street,1947-01-01,2700000.00,96,
Mirai,2018-01-01,30400000.00,98,
Mirror Mirror,2012-01-01,183000000.00,106,
Misery,1990-01-01,61300000.00,107,
Miss Sadie Thompson,1953-01-01,2900000.00,91,
Missing,1982-01-01,16000000.00,122,
Missing Link,2019-01-01,26600000.00,94,
Mission to Moscow,1943-01-01,1200000.00,124,
Mission: Impossible – Dead Reckoning Part One,2023-01-01,571100000.00,163,
Mississippi Burning,1988-01-01,34600000.00,128,
Mister 880,1950-01-01,1750000.00,90,
Mister Buddwing,1966-01-01,,100,
Mister Mugg,1933-01-01,,20,
Mister Roberts,1955-01-01,21200000.00,120,
Moana,2016-01-01,687200000.00,107,
Mogambo,1953-01-01,8300000.00,115,
Molly's Game,2017-01-01,59300000.00,141,
Molly's Pilgrim,1985-01-01,,24,
Mon Oncle,1958-01-01,,120,
Mon Oncle D'Amerique,1980-01-01,1000000.00,126,
Mona Lisa,1986-01-01,4107000.00,104,
Mona Lisa Descending a Staircase,1992-01-01,,7,
Mondays at Racine,2012-01-01,,39,
Mondo Cane,1962-01-01,2000000.00,108,
Moneyball,2011-01-01,110200000.00,133,
Mongol,2007-01-01,26500000.00,125,
Monsieur Lazhar,2011-01-01,9100000.00,94,
Monsieur Pointu,1975-01-01,,12,
Monsieur Verdoux,1947-01-01,323000.00,124,
Monsieur Vincent,1947-01-01,,114,
Monster,2003-01-01,64200000.00,109,
Monster House,2006-01-01,141900000.00,91,
Monster's Ball,2001-01-01,45000000.00,111,
"Monsters, Inc.",2001-01-01,579700000.00,92,
Monument to the Dream,1967-01-01,,,
Moonbird,1959-01-01,,10,
Moonlight,2016-01-01,65200000.00,111,
Moonraker,1979-01-01,210300000.00,126,
Moonrise,1948-01-01,,90,
Moonrise Kingdom,2012-01-01,68800000.00,94,
Moonstruck,1987-01-01,122100000.00,102,
Moontide,1942-01-01,,95,
More,1998-01-01,,6,
More About Nostradamus,1941-01-01,,11,
Morgan!,1966-01-01,,97,
Morituri,1965-01-01,3000000.00,123,
Morning Glory,1933-01-01,582000.00,70,
Morocco,1930-01-01,,91,
Moscow Does Not Believe in Tears,1980-01-01,,148,
Moscow Moods,1936-01-01,,,
Moscow Strikes Back,1942-01-01,,55,
Most (The Bridge),2003-01-01,,29,
Mother,2017-01-01,,18,
Mother Goose Goes Hollywood,1938-01-01,,7,
Mother India,1957-01-01,80000000.00,172,
Mother Is a Freshman,1949-01-01,2450000.00,81,
Mother Wore Tights,1947-01-01,5000000.00,107,
Moulin Rouge,1952-01-01,9000000.00,119,
Moulin Rouge!,2001-01-01,179200000.00,128,
Mourning Becomes Electra,1947-01-01,435000.00,173,
Mouse and Garden,1960-01-01,,700,
Mouse Trouble,1944-01-01,,708,
Mouse Wreckers,1949-01-01,,655,
Mr Hublot,2013-01-01,,11,
Mr. and Mrs. Bridge,1990-01-01,7700000.00,126,
Mr. Deeds Goes to Town,1936-01-01,2500000.00,116,
Mr. Dodd Takes the Air,1937-01-01,,87,
Mr. Holland's Opus,1995-01-01,106300000.00,143,
Mr. Hulot's Holiday,1953-01-01,,98,
Mr. Saturday Night,1992-01-01,23000000.00,119,
Mr. Skeffington,1944-01-01,3871000.00,145,
Mr. Smith Goes to Washington,1939-01-01,9000000.00,125126,
Mr. Turner,2014-01-01,25200000.00,150,
Mrs Henderson Presents,2005-01-01,27800000.00,103,
Mrs. Brown,1997-01-01,13200000.00,103,
Mrs. Doubtfire,1993-01-01,441300000.00,120,
Mrs. Harris Goes to Paris,2022-01-01,31400000.00,115,
Mrs. Miniver,1942-01-01,8900000.00,133,
Mrs. Parkington,1944-01-01,5631000.00,124,
Mt. Head,2002-01-01,,10,
Mudbound,2017-01-01,117344.00,134,
Muddy River,1981-01-01,,105,
Mulan,1998-01-01,304300000.00,87,
Mulan,2020-01-01,69900000.00,115,
Mulholland Drive,2001-01-01,20100000.00,147,
Munich,2005-01-01,131000000.00,163,
Munro,1960-01-01,,8,
Mural on Our Street,1965-01-01,,10,
Murder on a Sunday Morning,2001-01-01,,111,
Murder on the Orient Express,1974-01-01,37700000.00,128,
"Murder, Inc.",1960-01-01,,103,
Murderball,2005-01-01,1800000.00,88,
